1952;Physics;Edward Mills Purcell;USA;50;ind;M;The Nobel Prize in Physics 1952 was awarded partly to Edward Mills Purcell for his and Felix Bloch development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith.
1953;Physics;Frits (Frederik) Zernike;Netherlands;100;ind;M;The Nobel Prize in Physics 1953 was awarded to Frits Zernike for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope.
1954;Physics;Max Born;United Kingdom;50;ind;M;The Nobel Prize in Physics 1954 was awarded partly to Max Born for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction.
1954;Physics;Walther Bothe;Germany;50;ind;M;The Nobel Prize in Physics 1954 was awarded partly to Walther Bothe for the coincidence method and his discoveries made therewith.
1955;Physics;Willis Eugene Lamb;USA;50;ind;M;The Nobel Prize in Physics 1955 was awarded partly to Willis Eugene Lamb for his discoveries concerning the fine structure of the hydrogen spectrum.
1955;Physics;Polykarp Kusch;USA;50;ind;M;The Nobel Prize in Physics 1955 was awarded partly to Polykarp Kusch for his precision determination of the magnetic moment of the electron.
1956;Physics;William Bradford Shockley;USA;33,3;ind;M;The Nobel Prize in Physics 1956 was awarded partly to William Bradford Shockley for his part in the researches on semiconductors and the discovery of the transistor effect.
1956;Physics;John Bardeen;USA;33,3;ind;M;The Nobel Prize in Physics 1956 was awarded partly to John Bardeen for his part in the researches on semiconductors and the discovery of the transistor effect.
1956;Physics;Walter Houser Brattain;USA;33,3;ind;M;The Nobel Prize in Physics 1956 was awarded partly to Walter Houser Brattain for his part in the researches on semiconductors and the discovery of the transistor effect.
1957;Physics;Chen Ning Yang;USA;50;ind;M;The Nobel Prize in Physics 1957 was awarded partly to Chen Ning Yang for his and Tsung-Dao Lee penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles.
1957;Physics;Tsung-Dao (T.D.) Lee;USA;50;ind;M;The Nobel Prize in Physics 1957 was awarded partly to Tsung-Dao (T.D.) Lee for his and Chen Ning Yang penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles.
1958;Physics;Pavel Alekseyevich Cherenkov;USSR;33,3;ind;M;The Nobel Prize in Physics 1958 was awarded partly to Pavel Alekseyevich Cherenkov for his work on the discovery and the interpretation of the Cherenkov effect.
1958;Physics;Ilja Mikhailovich Frank;USSR;33,3;ind;M;The Nobel Prize in Physics 1958 was awarded partly to Ilja Mikhailovich Frank for his work on the discovery and the interpretation of the Cherenkov effect.
1958;Physics;Igor Yevgenyevich Tamm;USSR;33,3;ind;M;The Nobel Prize in Physics 1958 was awarded partly to Igor Yevgenyevich Tamm for his work on the discovery and the interpretation of the Cherenkov effect.
1959;Physics;Emilio Gino Segre;USA;50;ind;M;The Nobel Prize in Physics 1959 was awarded partly to Emilio Gino Segre for his part in the discovery of the antiproton.
1959;Physics;Owen Chamberlain;USA;50;ind;M;The Nobel Prize in Physics 1959 was awarded partly to Owen Chamberlain for his part in the discovery of the antiproton.
1960;Physics;Donald Arthur Glaser;USA;100;ind;M;The Nobel Prize in Physics 1960 was awarded to Donald A. Glaser for the invention of the bubble chamber.
1961;Physics;Robert Hofstadter;USA;50;ind;M;The Nobel Prize in Physics 1961 was awarded partly to Robert Hofstadter for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons.
1961;Physics;Rudolf Ludwig Moessbauer;USA;50;ind;M;The Nobel Prize in Physics 1961 was awarded partly to Rudolf Ludwig Moessbauer for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name.
1962;Physics;Lev Davidovich Landau;USSR;100;ind;M;The Nobel Prize in Physics 1962 was awarded to Lev Landau for his pioneering theories for condensed matter, especially liquid helium.
1963;Physics;Eugene Paul Wigner;USA;50;ind;M;The Nobel Prize in Physics 1963 was awarded partly to Eugene Paul Wigner for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles.
1963;Physics;Maria Goeppert Mayer;USA;25;ind;F;The Nobel Prize in Physics 1963 was awarded partly to Maria Goeppert Mayer for her discoveries concerning nuclear shell structure.
1963;Physics;J. Hans D. Jensen;Federal Republic of Germany;25;ind;M;The Nobel Prize in Physics 1963 was awarded partly to J. Hans D. Jensen for his discoveries concerning nuclear shell structure.
1964;Physics;Charles Hard Townes;USA;50;ind;M;The Nobel Prize in Physics 1964 was awarded partly to Charles Hard Townes for his part in the fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle.
1964;Physics;Nicolay Gennadiyevich Basov;USSR;25;ind;M;The Nobel Prize in Physics 1964 was awarded partly to Nicolay Gennadiyevich Basov for his part in the fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle.
1964;Physics;Aleksandr Mikhailovich Prokhorov;USSR;25;ind;M;The Nobel Prize in Physics 1964 was awarded partly to Aleksandr Mikhailovich Prokhorov for his part in the fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle.
1965;Physics;Sin-Itiro Tomonaga;Japan;33,3;ind;M;The Nobel Prize in Physics 1965 was awarded partly to Sin-Itiro Tomonaga for his fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles.
1965;Physics;Julian Schwinger;USA;33,3;ind;M;The Nobel Prize in Physics 1965 was awarded partly to Julian Schwinger for his fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles.
1965;Physics;Richard P. Feynman;USA;33,3;ind;M;The Nobel Prize in Physics 1965 was awarded partly to Richard P. Feynman for his fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles.
1966;Physics;Alfred Kastler;France;100;ind;M;The Nobel Prize in Physics 1966 was awarded to Alfred Kastler for the discovery and development of optical methods for studying Hertzian resonances in atoms.
1967;Physics;Hans Albrecht Bethe;USA;100;ind;M;The Nobel Prize in Physics 1967 was awarded to Hans Bethe for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars.
1968;Physics;Luis Walter Alvarez;USA;100;ind;M;The Nobel Prize in Physics 1968 was awarded to Luis Alvarez for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis.
1969;Physics;Murray Gell-Mann;USA;100;ind;M;The Nobel Prize in Physics 1969 was awarded to Murray Gell-Mann for his contributions and discoveries concerning the classification of elementary particles and their interactions.
1970;Physics;Hannes Olof Goesta Alfven;Sweden;50;ind;M;The Nobel Prize in Physics 1970 was awarded partly to Hannes Olof Goesta Alfven for fundamental work and discoveries in magnetohydro- dynamics with fruitful applications in different parts of plasma physics.
1970;Physics;Louis Eugene Felix Neel;France;50;ind;M;The Nobel Prize in Physics 1970 was awarded partly to Louis Eugene Felix Neel for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics.
1971;Physics;Dennis Gabor;United Kingdom;100;ind;M;The Nobel Prize in Physics 1971 was awarded to Dennis Gabor for his invention and development of the holographic method.
1972;Physics;John Bardeen;USA;33,3;ind;M;The Nobel Prize in Physics 1972 was awarded partly to John Bardeen for his work in developing theory of superconductivity, usually called the BCS-theory.
1972;Physics;Leon Neil Cooper;USA;33,3;ind;M;The Nobel Prize in Physics 1972 was awarded partly to Leon Neil Cooper for his work in developing theory of superconductivity, usually called the BCS-theory.
1972;Physics;John Robert Schrieffer;USA;33,3;ind;M;The Nobel Prize in Physics 1972 was awarded partly to John Robert Schrieffer for his work in developing theory of superconductivity, usually called the BCS-theory.
1973;Physics;Leo Esaki;USA;25;ind;M;The Nobel Prize in Physics 1973 was partly to Leo Esaki for his experimental discoveries regarding tunneling phenomena in semiconductors.
1973;Physics;Ivar Giaever;USA;25;ind;M;The Nobel Prize in Physics 1973 was partly to Ivar Giaever for his experimental discoveries regarding tunneling phenomena in superconductors.
1973;Physics;Brian David Josephson;United Kingdom;50;ind;M;The Nobel Prize in Physics 1973 was partly to Brian David Josephson for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects.
1974;Physics;Sir Martin Ryle;United Kingdom;50;ind;M;The Nobel Prize in Physics 1974 was awarded partly to Sir Martin Ryle for his pioneering research in radio astrophysics: for his observations and inventions, in particular of the aperture synthesis technique.
1974;Physics;Antony Hewish;United Kingdom;50;ind;M;The Nobel Prize in Physics 1974 was awarded partly to Antony Hewish for his pioneering research in radio astrophysics: for his decisive role in the discovery of pulsars.
1975;Physics;Aage Niels Bohr;Denmark;33,3;ind;M;The Nobel Prize in Physics 1975 was awarded partly to Aage Niels Bohr for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection.
1975;Physics;Ben Roy Mottelson;Denmark;33,3;ind;M;The Nobel Prize in Physics 1975 was awarded partly to Ben Roy Mottelson for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection.
1975;Physics;Leo James Rainwater;USA;33,3;ind;M;The Nobel Prize in Physics 1975 was awarded partly to Leo James Rainwater for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection.
1976;Physics;Burton Richter;USA;50;ind;M;The Nobel Prize in Physics 1976 was awarded partly to Burton Richter for his pioneering work in the discovery of a heavy elementary particle of a new kind.
1976;Physics;Samuel Chao Chung Ting;USA;50;ind;M;The Nobel Prize in Physics 1976 was awarded partly to Samuel Chao Chung Ting for his pioneering work in the discovery of a heavy elementary particle of a new kind.
1977;Physics;Philip Warren Anderson;USA;33,3;ind;M;The Nobel Prize in Physics 1977 was awarded partly to Philip Warren Anderson for his fundamental theoretical investigations of the electronic structure of magnetic and disordered systems.
1977;Physics;Sir Nevill Francis Mott;United Kingdom;33,3;ind;M;The Nobel Prize in Physics 1977 was awarded partly to Sir Nevill Francis Mott for his fundamental theoretical investigations of the electronic structure of magnetic and disordered systems.
1977;Physics;John Hasbrouck van Vleck;USA;33,3;ind;M;The Nobel Prize in Physics 1977 was awarded partly to John Hasbrouck van Vleck for his fundamental theoretical investigations of the electronic structure of magnetic and disordered systems.
1978;Physics;Pyotr Leonidovich Kapitsa;USSR;50;ind;M;The Nobel Prize in Physics 1978 was awarded partly to Pyotr Leonidovich Kapitsa for his basic inventions and discoveries in the area of low-temperature physics.
1978;Physics;Arno Allan Penzias;USA;25;ind;M;The Nobel Prize in Physics 1978 was awarded partly to Arno Allan Penzias for his contribution to the discovery of cosmic microwave background radiation.
1978;Physics;Robert Woodrow Wilson;USA;25;ind;M;The Nobel Prize in Physics 1978 was awarded partly to Robert Woodrow Wilson for his contribution to the discovery of cosmic microwave background radiation.
1979;Physics;Sheldon Lee Glashow;USA;33,3;ind;M;The Nobel Prize in Physics 1979 was awarded partly to Sheldon Lee Glashow for his contribution to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current.
1979;Physics;Abdus Salam;United Kingdom;33,3;ind;M;The Nobel Prize in Physics 1979 was awarded partly to Abdus Salam for his contribution to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current.
1979;Physics;Steven Weinberg;USA;33,3;ind;M;The Nobel Prize in Physics 1979 was awarded partly to Steven Weinberg for his contribution to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current.
1980;Physics;James Watson Cronin;USA;50;ind;M;The Nobel Prize in Physics 1980 was awarded partly to James Watson Cronin for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons.
1980;Physics;Val Logsdon Fitch;USA;50;ind;M;The Nobel Prize in Physics 1980 was awarded partly to Val Logsdon Fitch for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons.
1981;Physics;Nicolaas Bloembergen;USA;25;ind;M;The Nobel Prize in Physics 1981 was awarded partly to Nicolaas Bloembergen for his contribution to the development of laser spectroscopy.
1981;Physics;Arthur Leonard Schawlow;USA;25;ind;M;The Nobel Prize in Physics 1981 was awarded partly to Arthur Leonard Schawlow for his contribution to the development of laser spectroscopy.
1981;Physics;Kai M. Siegbahn;Sweden;50;ind;M;The Nobel Prize in Physics 1981 was awarded partly to Kai M. Siegbahn for his contribution to the development of high-resolution electron spectroscopy.
1982;Physics;Kenneth G. Wilson;USA;100;ind;M;The Nobel Prize in Physics 1982 was awarded to Kenneth G. Wilson for his theory for critical phenomena in connection with phase transitions.
1983;Physics;Subramanyan Chandrasekhar;USA;50;ind;M;The Nobel Prize in Physics 1983 was awarded partly to Subramanyan Chandrasekhar for his theoretical studies of the physical processes of importance to the structure and evolution of the stars.
1983;Physics;William Alfred Fowler;USA;50;ind;M;The Nobel Prize in Physics 1983 was awarded partly to William Alfred Fowler for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe.
1984;Physics;Carlo Rubbia;Switzerland;50;ind;M;The Nobel Prize in Physics 1984 was awarded partly to Carlo Rubbia for his decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction.
1984;Physics;Simon van der Meer;Switzerland;50;ind;M;The Nobel Prize in Physics 1984 was awarded partly to Simon van der Meer for his decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction.
1985;Physics;Klaus von Klitzing;Federal Republic of Germany;100;ind;M;The Nobel Prize in Physics 1985 was awarded to Klaus von Klitzing for the discovery of the quantized Hall effect.
1986;Physics;Ernst Ruska;Federal Republic of Germany;50;ind;M;The Nobel Prize in Physics 1986 was awarded partly to Ernst Ruska for his fundamental work in electron optics, and for the design of the first electron microscope.
1986;Physics;Gerd Binnig;Switzerland;25;ind;M;The Nobel Prize in Physics 1986 was awarded partly to Gerd Binnig for his part in designing of the scanning tunneling microscope.
1986;Physics;Heinrich Rohrer;Switzerland;25;ind;M;The Nobel Prize in Physics 1986 was awarded partly to Heinrich Rohrer for his part in designing of the scanning tunneling microscope.
1987;Physics;J. Georg Bednorz;Switzerland;50;ind;M;The Nobel Prize in Physics 1987 was awarded partly to J. Georg Bednorz for his important break-through in the discovery of superconductivity in ceramic materials.
1987;Physics;K. Alexander Mueller;Switzerland;50;ind;M;The Nobel Prize in Physics 1987 was awarded partly to K. Alexander Mueller for his important break-through in the discovery of superconductivity in ceramic materials.
1988;Physics;Leon M. Lederman;USA;33,3;ind;M;The Nobel Prize in Physics 1988 was awarded partly to Leon M. Lederman for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino.
1988;Physics;Melvin Schwartz;USA;33,3;ind;M;The Nobel Prize in Physics 1988 was awarded partly to Melvin Schwartz for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino.
1988;Physics;Jack Steinberger;Switzerland;33,3;ind;M;The Nobel Prize in Physics 1988 was awarded partly to Jack Steinberger for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino.
1989;Physics;Norman F. Ramsey;USA;50;ind;M;The Nobel Prize in Physics 1989 was awarded partly to Norman F. Ramsey for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks.
1989;Physics;Hans G. Dehmelt;USA;25;ind;M;The Nobel Prize in Physics 1989 was awarded partly to Hans G. Dehmelt for the development of the ion trap technique.
1989;Physics;Wolfgang Paul;Federal Republic of Germany;25;ind;M;The Nobel Prize in Physics 1989 was awarded partly to Wolfgang Paul for the development of the ion trap technique.
1990;Physics;Jerome I. Friedman;USA;33,3;ind;M;The Nobel Prize in Physics 1990 was awarded partly to Jerome I. Friedman for his pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics.
1990;Physics;Henry W. Kendall;USA;33,3;ind;M;The Nobel Prize in Physics 1990 was awarded partly to Henry W. Kendall for his pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics.
1990;Physics;Richard E. Taylor;USA;33,3;ind;M;The Nobel Prize in Physics 1990 was awarded partly to Richard E. Taylor for his pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics.
1991;Physics;Pierre-Gilles de Gennes;France;100;ind;M;The Nobel Prize in Physics 1991 was awarded to Pierre-Gilles de Gennes for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers.
1992;Physics;Georges Charpak;Switzerland;100;ind;M;The Nobel Prize in Physics 1992 was awarded to Georges Charpak for his invention and development of particle detectors, in particular the multiwire proportional chamber.
